college_code,college_name,branch_code,branch_name,OC,BC,BCM,MBC,SC,SCA,ST,TOTAL
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",CH,CHEMICAL ENGINEERING,5,5,0,2,3,1,0,16
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",CS,COMPUTER SCIENCE AND ENGINEERING,17,14,2,11,9,1,0,54
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,14,1,12,8,2,0,53
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10,9,2,8,5,1,0,35
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",IT,INFORMATION TECHNOLOGY,17,14,2,11,7,2,1,54
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",ME,MECHANICAL ENGINEERING,11,9,2,6,5,1,1,35
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,1,7,5,1,1,35
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",BM,BIO MEDICAL ENGINEERING,15,14,2,9,8,1,1,50
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",CS,COMPUTER SCIENCE AND ENGINEERING,27,22,3,18,13,2,1,86
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,13,2,9,7,1,0,46
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,12,10,1,8,6,2,0,39
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",IT,INFORMATION TECHNOLOGY,14,12,2,8,7,1,1,45
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",ME,MECHANICAL ENGINEERING,16,13,1,11,7,2,0,50
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,51,43,6,33,24,6,1,164
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",AE,AERONAUTICAL ENGINEERING,17,14,2,11,9,1,0,54
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",BM,BIO MEDICAL ENGINEERING,17,14,2,11,8,2,1,55
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",CE,CIVIL ENGINEERING,16,15,2,10,8,1,1,53
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",CS,COMPUTER SCIENCE AND ENGINEERING,51,44,5,32,24,6,2,164
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,50,43,6,32,25,5,2,163
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,17,14,2,12,9,0,1,55
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",FD,FOOD TECHNOLOGY,17,15,2,11,8,2,0,55
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",IT,INFORMATION TECHNOLOGY,51,43,6,32,24,5,2,163
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",ME,MECHANICAL ENGINEERING,17,14,1,11,8,2,0,53
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),16,15,2,11,9,1,0,54
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,23,18,2,13,11,3,0,70
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",AL,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,11,11,1,8,7,2,0,40
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",BM,BIO MEDICAL ENGINEERING,11,9,2,6,5,1,1,35
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,13,11,1,9,6,2,0,42
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",CE,CIVIL ENGINEERING,15,13,1,11,8,1,1,50
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",CS,COMPUTER SCIENCE AND ENGINEERING,21,19,3,14,10,3,1,71
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,22,19,2,15,10,2,1,71
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,11,1,6,5,1,1,36
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",IT,INFORMATION TECHNOLOGY,23,18,3,15,11,2,0,72
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",ME,MECHANICAL ENGINEERING,27,22,3,16,13,1,0,82
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),12,11,2,9,6,1,0,41
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,33,28,4,20,16,3,1,105
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",AE,AERONAUTICAL ENGINEERING,6,5,0,4,3,1,0,19
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",CE,CIVIL ENGINEERING,5,4,1,4,3,0,0,17
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",CS,COMPUTER SCIENCE AND ENGINEERING,44,38,4,27,21,5,2,141
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,22,20,2,15,10,2,1,72
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10,9,2,7,5,1,1,35
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",IT,INFORMATION TECHNOLOGY,22,19,3,14,10,2,1,71
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",ME,MECHANICAL ENGINEERING,11,9,2,7,5,1,0,35
3807,"J.J. College of Engineering and Technology (Autonomous), Ammapettai, Poolankulathupatti Post, Tiruchirappalli- 620009.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,9,1,7,6,1,0,35
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",AG,AGRICULTURAL ENGINEERING,15,13,1,9,6,2,0,46
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",BM,BIO MEDICAL ENGINEERING,31,26,3,20,15,3,0,98
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",BT,BIO TECHNOLOGY,15,13,1,10,8,1,1,49
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",CE,CIVIL ENGINEERING,8,6,1,5,3,1,0,24
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",CS,COMPUTER SCIENCE AND ENGINEERING,35,30,4,23,18,4,1,115
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,29,24,4,18,13,3,1,92
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,14,13,2,10,8,1,1,49
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,8,7,1,5,3,1,0,25
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",FD,FOOD TECHNOLOGY,15,12,2,10,7,0,1,47
3810,"MAM College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",ME,MECHANICAL ENGINEERING,14,13,2,9,8,2,1,49
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,10,9,1,6,6,1,0,33
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",BM,BIO MEDICAL ENGINEERING,7,5,1,3,4,1,0,21
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",CE,CIVIL ENGINEERING,8,6,1,5,2,0,1,23
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",CS,COMPUTER SCIENCE AND ENGINEERING,39,35,4,25,19,4,1,127
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,12,10,2,9,5,2,0,40
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,14,12,1,9,8,2,0,46
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",IT,INFORMATION TECHNOLOGY,30,25,3,19,14,3,1,95
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",ME,MECHANICAL ENGINEERING,11,11,2,9,6,0,1,40
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,13,12,1,10,7,2,0,45
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),7,6,1,5,4,0,1,24
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",CE,CIVIL ENGINEERING,7,5,1,4,4,1,0,22
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",CS,COMPUTER SCIENCE AND ENGINEERING,32,26,3,20,15,3,1,100
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,7,1,4,3,0,0,23
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,6,1,4,4,1,0,24
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,7,7,1,5,4,1,0,25
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",IT,INFORMATION TECHNOLOGY,24,21,3,16,11,2,1,78
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",ME,MECHANICAL ENGINEERING,16,13,2,11,7,2,1,52
3813,"Oxford Engineering College, Pirattiyur, Tiruchirappalli- 620009.",CE,CIVIL ENGINEERING,5,4,1,4,3,0,0,17
3813,"Oxford Engineering College, Pirattiyur, Tiruchirappalli- 620009.",CS,COMPUTER SCIENCE AND ENGINEERING,16,14,2,11,8,1,0,52
3813,"Oxford Engineering College, Pirattiyur, Tiruchirappalli- 620009.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,9,1,7,5,2,1,36
3813,"Oxford Engineering College, Pirattiyur, Tiruchirappalli- 620009.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,6,5,1,2,3,1,0,18
3813,"Oxford Engineering College, Pirattiyur, Tiruchirappalli- 620009.",IT,INFORMATION TECHNOLOGY,17,14,1,11,8,2,1,54
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,6,5,0,4,2,1,0,18
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),6,4,1,4,3,0,0,18
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",BM,BIO MEDICAL ENGINEERING,9,7,1,5,5,1,0,28
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",BT,BIO TECHNOLOGY,9,7,1,6,4,1,0,28
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",CS,COMPUTER SCIENCE AND ENGINEERING,10,10,1,7,6,1,0,35
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,1,8,5,1,0,36
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,6,1,6,4,1,1,27
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",IT,INFORMATION TECHNOLOGY,11,10,2,6,6,0,0,35
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",ME,MECHANICAL ENGINEERING,8,8,1,5,3,1,1,27
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,9,1,6,6,1,1,35
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,10,1,8,5,1,0,36
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",BM,BIO MEDICAL ENGINEERING,13,11,1,8,6,2,0,41
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",BT,BIO TECHNOLOGY,13,11,1,7,7,1,1,41
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",CE,CIVIL ENGINEERING,11,9,2,9,6,2,1,40
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",CS,COMPUTER SCIENCE AND ENGINEERING,24,20,3,15,13,1,1,77
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,2,7,5,1,0,36
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,11,1,7,5,1,0,36
3817,"Roever Engineering College (Autonomous), Elambalur (Post), Perambalur-621212.",ME,MECHANICAL ENGINEERING,12,10,1,7,5,1,1,37
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,23,19,2,14,11,2,1,72
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),11,11,1,7,5,1,0,36
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,11,9,2,7,6,1,0,36
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",CE,CIVIL ENGINEERING,5,5,1,3,1,0,1,16
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",CS,COMPUTER SCIENCE AND ENGINEERING,23,18,3,14,12,1,0,71
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,21,19,3,14,10,3,1,71
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10,9,1,7,6,1,1,35
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",IC,INSTRUMENTATION AND CONTROL ENGINEERING,5,4,0,4,3,1,0,17
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",IT,INFORMATION TECHNOLOGY,11,9,2,7,5,2,0,36
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",ME,MECHANICAL ENGINEERING,11,10,0,8,5,1,0,35
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,2,6,6,1,1,36
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),4,5,1,4,2,1,0,17
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,12,9,1,6,6,0,1,35
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",CE,CIVIL ENGINEERING,11,11,0,8,5,1,0,36
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",CS,COMPUTER SCIENCE AND ENGINEERING,28,24,3,17,13,3,1,89
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,1,7,5,1,0,35
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,1,8,5,1,0,35
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",ME,MECHANICAL ENGINEERING,11,9,1,7,5,1,1,35
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",MZ,MECHATRONICS ENGINEERING,11,9,2,8,5,1,0,36
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),6,3,1,3,3,1,0,17
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,13,12,1,10,6,2,1,45
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",AG,AGRICULTURAL ENGINEERING,15,13,2,11,7,2,0,50
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",BM,BIO MEDICAL ENGINEERING,14,12,1,9,8,1,0,45
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",CE,CIVIL ENGINEERING,8,6,1,5,3,0,0,23
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",CS,COMPUTER SCIENCE AND ENGINEERING,24,19,2,13,11,3,1,73
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,15,14,2,10,8,1,0,50
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,5,1,4,4,1,0,23
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur- 614001.",ME,MECHANICAL ENGINEERING,6,7,1,5,3,0,0,22
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,8,6,1,5,5,1,0,26
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",BM,BIO MEDICAL ENGINEERING,12,11,1,9,6,1,1,41
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",CE,CIVIL ENGINEERING,6,5,0,3,3,1,0,18
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",CS,COMPUTER SCIENCE AND ENGINEERING,14,12,1,10,7,1,0,45
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,6,1,5,3,0,1,23
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,1,7,6,1,1,36
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",IT,INFORMATION TECHNOLOGY,7,7,1,4,2,1,0,22
3822,"Tittagudi Sengunthar Engineering College (Formerly Dr.Navalar Nedunchezhiyan College of Engineering), Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",ME,MECHANICAL ENGINEERING,11,10,2,6,5,1,0,35
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,28,24,3,18,14,3,1,91
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",CS,COMPUTER SCIENCE AND ENGINEERING,28,24,3,19,13,3,1,91
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,12,1,10,7,1,0,45
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,7,1,4,4,0,1,25
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",IT,INFORMATION TECHNOLOGY,31,27,4,20,14,3,1,100
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",ME,MECHANICAL ENGINEERING,8,6,1,4,4,1,0,24
